Date,Precipitation
2023-05-01,0.13706742652020976
2023-05-02,0.32576937501440567
2023-05-03,0.27779475398911657
2023-05-04,0.7945704689268533
2023-05-05,2.487696940556867
2023-05-06,1.6151486405308768
2023-05-07,3.7320607724125874
2023-05-08,6.9206428056643325
2023-05-09,1.461733867707342
2023-05-10,1.6539326618702797
2023-05-11,1.1722522895526182
2023-05-12,1.876719577631468
2023-05-13,1.618860949063856
2023-05-14,4.513927671842166
2023-05-15,1.4126184584055943
2023-05-16,0.5683467037860144
2023-05-17,0.1373030185986014
2023-05-18,0.21951108292092167
2023-05-19,0.36177130129384616
2023-05-20,1.2876929162944057
2023-05-21,2.9863818988902073
2023-05-22,0.19428649652573374
2023-05-23,0.13168223546363636
2023-05-24,0.0285936308951049
2023-05-25,0.07386945714685314
2023-05-26,0.028222562703888114
2023-05-27,0.17118667526991607
2023-05-28,0.16025522080299934
2023-05-29,3.297134965174824
2023-05-30,0.242365847652025
2023-05-31,0.952864602718182
2023-06-01,0.6699901104927763
2023-06-02,0.046225702097902104
2023-06-03,0.16111864119438774
2023-06-04,0.4960237523848762
2023-06-05,0.4570114701683433
2023-06-06,0.3511260458279721
2023-06-07,1.588263079523405
2023-06-08,0.2979142594216782
2023-06-09,0.40154408552657345
2023-06-10,0.843888922524475
2023-06-11,0.03234385357804195
2023-06-12,0.016778438868460494
2023-06-13,0.6703808527629374
2023-06-14,0.20887807934618235
2023-06-15,0.03812451631580419
2023-06-16,0.08824475593538463
2023-06-17,0.7864447502033926
2023-06-18,0.16698204637859285
2023-06-19,0.06311322961764446
2023-06-20,0.028684842465384615
2023-06-21,0.14839962110768673
2023-06-22,1.2380243331398595
2023-06-23,0.04331742139113636
2023-06-24,0.7718424100874127
2023-06-25,0.5011950650853146
2023-06-26,0.07441714898734265
2023-06-27,0.06175879928986014
2023-06-28,0.08080043273492185
2023-06-29,0.07097281769353753
2023-06-30,0.04166640173776223
2023-07-01,0.07463919820720277
2023-07-02,0.2701039470489512
2023-07-03,0.14809484246307697
2023-07-04,0.1331143188227483
2023-07-05,0.023951495696552014
2023-07-06,0.389955752371049
2023-07-07,0.2918031944517601
2023-07-08,0.14361691370909094
2023-07-09,0.14917559503817007
2023-07-10,0.21624556698202788
2023-07-11,0.15146508813661413
2023-07-12,0.10849128040573393
2023-07-13,0.054728051191608396
2023-07-14,0.09585042872027973
2023-07-15,0.03157531943146886
2023-07-16,0.19320749573045484
2023-07-17,0.0815422506504101
2023-07-18,0.18959499246703979
2023-07-19,0.009273403781754832
2023-07-20,0.05712950525063305
2023-07-21,0.07101870742599006
2023-07-22,0.045757329046620276
2023-07-23,0.09954574653774717
2023-07-24,0.1560182364320648
2023-07-25,0.08449011842531547
2023-07-26,0.05001811009230979
2023-07-27,0.030510519050034327
2023-07-28,0.08513092720559441
2023-07-29,0.04639917021872274
2023-07-30,0.008967370863097814
2023-07-31,0.05713916532854754
2023-08-01,0.011951339502763338
2023-08-02,0.05439508985384615
2023-08-03,0.001677060446328687
2023-08-04,0.05175392649739639
2023-08-05,0.04378873838659729
2023-08-06,0.016633839072779048
2023-08-07,0.027449615598321677
2023-08-08,0.022749651386562774
2023-08-09,0.19178498806993016
2023-08-10,0.0803837219111888
2023-08-11,0.028881682166223773
2023-08-12,0.12377711556345562
